order_id,customer_id,customer_name,customer_email,order_date,shipping_city,shipping_state,shipping_country,shipping_cost,product_id,product_name,category,quantity,unit_price,revenue,store_name,payment_method,order_status
ORD003189,CUST02215,Adam Cannon,mcdanielnicholas@example.net,2026-01-20,Ashleyville,Vermont,USA,5.62,PROD1753,Pruning Shears,Garden Tools,2,422.35,844.7,HomeEssentials,PayPal,Cancelled
ORD003190,CUST00287,Latoya Chavez,nwhite@example.org,2026-03-28,Lake Christopher,Kentucky,USA,14.69,PROD7574,Garden Bench,Patio Furniture,2,262.1,524.2,PatioWorld,Apple Pay,Returned
ORD003191,CUST01389,Christopher Burns,claymichael@example.net,2026-06-05,Lake Daniel,Utah,USA,18.55,PROD5586,Patio Table,Patio Furniture,2,476.88,953.76,GardenPro,PayPal,Cancelled
ORD003192,CUST01394,Angela Mcdonald,vwoods@example.org,2026-04-01,Lake Alfred,Kentucky,USA,11.37,PROD4413,Patio Table,Patio Furniture,2,200.87,401.74,OutdoorHub,PayPal,Cancelled
ORD003193,CUST02132,Robert Evans,carly88@example.com,2024-04-10,Kellyberg,Colorado,USA,17.04,PROD6849,Decorative Vase,Home Decor,4,33.35,133.4,HomeEssentials,Apple Pay,Completed
ORD003194,CUST01919,Carrie Mendoza,moorejose@example.net,2026-05-15,South Kristintown,New Mexico,USA,24.64,PROD3847,Portable Stove,Camping Gear,3,427.84,1283.52,OutdoorHub,PayPal,Returned
ORD003195,CUST02100,John Baker,joan68@example.net,2024-04-12,Port Michael,South Dakota,USA,29.93,PROD9457,Garden Bench,Patio Furniture,2,199.06,398.12,HomeEssentials,Apple Pay,Returned
ORD003196,CUST00102,Elizabeth Williams,barry40@example.com,2025-09-02,Claytonfurt,Alaska,USA,19.02,PROD7978,Tent,Camping Gear,3,176.48,529.44,CampMaster,Credit Card,Completed
ORD003197,CUST01446,Ruth Colon,danielbrady@example.org,2023-11-24,North Royhaven,Washington,USA,12.01,PROD4481,LED Lantern,Lighting,4,331.55,1326.2,CampMaster,Apple Pay,Cancelled
ORD003198,CUST01986,Amber Harris,ericksonelizabeth@example.org,2026-06-02,Prestonton,Mississippi,USA,6.63,PROD5153,Pruning Shears,Garden Tools,3,180.26,540.78,OutdoorHub,Apple Pay,Cancelled
ORD003199,CUST00337,Elaine Hoffman,theresaortega@example.net,2024-05-26,West Sharonfort,Michigan,USA,9.11,PROD6079,Garden Bench,Patio Furniture,2,335.6,671.2,GardenPro,Apple Pay,Completed
ORD003200,CUST01516,Emily Ellis,bavila@example.org,2024-01-16,Alvarezhaven,Massachusetts,USA,16.87,PROD5657,Wall Art,Home Decor,1,380.64,380.64,HomeEssentials,Apple Pay,Cancelled
ORD003201,CUST00350,Michele Dean,thompsonchristian@example.net,2025-03-04,Port Jamesside,New Hampshire,USA,5.38,PROD8324,Outdoor Lamp,Lighting,1,474.54,474.54,GardenPro,Apple Pay,Returned
ORD003202,CUST00399,Timothy Clark,gjohnson@example.net,2024-12-01,West Marcfurt,West Virginia,USA,6.33,PROD9418,Sleeping Bag,Camping Gear,4,220.82,883.28,HomeEssentials,Apple Pay,Returned
ORD003203,CUST01408,Justin Thomas,lynchdonald@example.com,2026-01-23,Floresborough,West Virginia,USA,8.03,PROD1735,Decorative Vase,Home Decor,1,91.03,91.03,PatioWorld,PayPal,Completed
ORD003204,CUST01433,Eric Wilkins,blakegardner@example.net,2024-08-29,Boltonville,Washington,USA,24.76,PROD5617,Decorative Vase,Home Decor,1,102.65,102.65,OutdoorHub,PayPal,Cancelled
ORD003205,CUST01077,Eric Ewing,joshuarush@example.com,2024-09-18,North Dawn,New Jersey,USA,15.11,PROD5288,Camping Chair,Camping Gear,5,318.85,1594.25,PatioWorld,Apple Pay,Cancelled
ORD003206,CUST01889,Erin Bruce,charles57@example.org,2024-06-14,North Cassandra,Ohio,USA,12.57,PROD4653,Tent,Camping Gear,3,414.72,1244.16,GardenPro,Google Pay,Returned
ORD003207,CUST00516,Eric Wilson,medinascott@example.org,2023-12-03,Amyshire,South Dakota,USA,21.23,PROD6555,Wall Art,Home Decor,1,194.85,194.85,PatioWorld,Credit Card,Returned
ORD003208,CUST02151,Amy Floyd,sherry27@example.com,2024-05-14,Brittanyside,Colorado,USA,23.56,PROD5690,Outdoor Sofa,Patio Furniture,3,256.38,769.14,CampMaster,Credit Card,Completed
ORD003209,CUST00308,Robert Gonzalez,wmartinez@example.org,2025-01-08,Port Jenniferview,Missouri,USA,11.01,PROD3176,Garden Bench,Patio Furniture,1,253.81,253.81,OutdoorHub,PayPal,Returned
ORD003210,CUST00953,Brittney Rodriguez,alexandriahenderson@example.org,2025-12-16,Meadowston,Hawaii,USA,24.28,PROD2196,Solar Light,Lighting,4,471.11,1884.44,PatioWorld,Credit Card,Completed
ORD003211,CUST01957,Alyssa Newton,cory17@example.com,2023-08-13,East Tracyhaven,Wyoming,USA,24.22,PROD7433,Solar Light,Lighting,3,449.38,1348.14,OutdoorHub,Credit Card,Returned
ORD003212,CUST02229,Katherine Kim,briananderson@example.com,2025-08-26,North Melanieland,Washington,USA,18.7,PROD3829,Patio Table,Patio Furniture,5,183.5,917.5,GardenPro,Apple Pay,Completed
ORD003213,CUST01876,Meagan James,gallagherwilliam@example.org,2025-04-15,South Christophershire,New York,USA,10.4,PROD6666,Outdoor Sofa,Patio Furniture,3,273.31,819.93,HomeEssentials,Google Pay,Completed
ORD003214,CUST01369,Cory Matthews,lmcdonald@example.com,2023-10-24,Justinburgh,Georgia,USA,29.07,PROD7555,LED Lantern,Lighting,3,264.34,793.02,HomeEssentials,Apple Pay,Completed
ORD003215,CUST01086,Adam Lewis,fgardner@example.com,2025-07-18,South Brandiborough,Nevada,USA,18.84,PROD8983,Camping Chair,Camping Gear,2,481.16,962.32,HomeEssentials,Apple Pay,Returned
ORD003216,CUST01244,Sharon Duncan,khooper@example.net,2026-03-26,Lake Maria,Wisconsin,USA,8.9,PROD1805,Outdoor Sofa,Patio Furniture,4,101.31,405.24,HomeEssentials,Google Pay,Completed
ORD003217,CUST01015,Kara Bailey,kellyperez@example.net,2026-05-11,Johnstonshire,Colorado,USA,29.31,PROD2910,Pruning Shears,Garden Tools,1,181.68,181.68,HomeEssentials,Credit Card,Returned
ORD003218,CUST02417,Joshua Smith,franklinaaron@example.org,2026-05-26,Smithburgh,Massachusetts,USA,25.69,PROD7930,Solar Light,Lighting,5,406.82,2034.1,PatioWorld,PayPal,Returned
ORD003219,CUST02316,Holly Garcia,fitzgeraldjamie@example.net,2024-09-10,Karenport,Massachusetts,USA,17.38,PROD2899,Shovel,Garden Tools,1,241.7,241.7,CampMaster,Google Pay,Cancelled
ORD003220,CUST00296,Sean Fitzgerald,grantedward@example.com,2025-05-12,Williamsberg,South Dakota,USA,20.67,PROD7088,Outdoor Lamp,Lighting,5,383.98,1919.9,OutdoorHub,PayPal,Completed
ORD003221,CUST00544,Mr. Todd Baxter,wsmith@example.com,2023-10-12,Terriview,Nebraska,USA,26.17,PROD5535,Garden Bench,Patio Furniture,4,383.95,1535.8,CampMaster,Google Pay,Completed
ORD003222,CUST01429,Samantha Martinez,craiglowe@example.org,2026-02-20,North Alexanderberg,New Hampshire,USA,11.28,PROD4915,Portable Stove,Camping Gear,3,412.46,1237.38,CampMaster,Apple Pay,Returned
ORD003223,CUST01907,Danielle Garza,gregg27@example.net,2025-10-07,Danielhaven,Illinois,USA,13.11,PROD8928,Garden Hose,Garden Tools,5,120.21,601.05,HomeEssentials,PayPal,Cancelled
ORD003224,CUST01881,Richard Villa,davidgutierrez@example.com,2024-05-18,North Jacquelineview,Georgia,USA,22.23,PROD8949,Patio Table,Patio Furniture,4,459.1,1836.4,OutdoorHub,PayPal,Completed
ORD003225,CUST00031,Loretta Kennedy,obrown@example.net,2024-09-01,Joshire,North Carolina,USA,18.91,PROD5641,Wall Art,Home Decor,3,392.46,1177.38,CampMaster,Apple Pay,Completed
ORD003226,CUST01873,Dakota Warren,zlong@example.com,2026-05-16,Michaelchester,Utah,USA,22.26,PROD9394,Wall Art,Home Decor,2,220.07,440.14,CampMaster,Apple Pay,Completed
ORD003227,CUST00808,Stephanie White,michellekim@example.net,2026-02-21,Greenmouth,Mississippi,USA,13.66,PROD7941,Decorative Vase,Home Decor,5,256.33,1281.65,PatioWorld,PayPal,Returned
ORD003228,CUST01920,Jessica Tate,kellyrodriguez@example.com,2026-03-21,Lake Kevin,Illinois,USA,15.72,PROD7889,Garden Bench,Patio Furniture,2,129.34,258.68,PatioWorld,Apple Pay,Returned
ORD003229,CUST02118,Cory Mejia,jillian08@example.org,2025-09-07,South Kaylafort,Connecticut,USA,17.27,PROD5404,Garden Bench,Patio Furniture,2,331.38,662.76,GardenPro,Apple Pay,Cancelled
ORD003230,CUST00428,Jennifer Thompson,nfarley@example.com,2026-03-31,North Claireview,New Jersey,USA,26.75,PROD7585,Outdoor Lamp,Lighting,5,154.65,773.25,HomeEssentials,PayPal,Returned
ORD003231,CUST01873,Dakota Warren,zlong@example.com,2024-02-18,Tylermouth,Arizona,USA,14.33,PROD7222,Outdoor Lamp,Lighting,5,320.21,1601.05,GardenPro,Google Pay,Completed
ORD003232,CUST01361,Sheila Sims,diana90@example.com,2025-08-18,Lake Jesse,Colorado,USA,13.5,PROD1418,LED Lantern,Lighting,5,355.46,1777.3,GardenPro,Google Pay,Cancelled
ORD003233,CUST01030,Jesus Torres,pdavis@example.com,2026-03-13,Debbiemouth,Pennsylvania,USA,5.59,PROD8134,Garden Bench,Patio Furniture,2,476.92,953.84,CampMaster,Apple Pay,Returned
ORD003234,CUST00438,Heidi Nguyen,fullerbrian@example.com,2025-08-04,West James,Massachusetts,USA,17.99,PROD4200,Patio Table,Patio Furniture,1,431.4,431.4,GardenPro,PayPal,Returned
ORD003235,CUST01965,Beth Houston,hayleymelton@example.org,2025-04-22,Zacharyview,Missouri,USA,6.19,PROD5274,Outdoor Lamp,Lighting,5,255.94,1279.7,OutdoorHub,Google Pay,Returned
ORD003236,CUST00549,Stephanie Green,doris76@example.net,2024-03-08,West Brianland,Washington,USA,12.93,PROD8763,Pruning Shears,Garden Tools,3,347.95,1043.85,OutdoorHub,PayPal,Cancelled
ORD003237,CUST02353,Megan Taylor,david39@example.net,2024-07-11,Lake Gregory,Michigan,USA,26.28,PROD1352,Pruning Shears,Garden Tools,4,387.42,1549.68,GardenPro,Apple Pay,Cancelled
ORD003238,CUST00104,Susan Ford,hannah13@example.com,2025-06-22,South Jasonton,Utah,USA,28.57,PROD4216,Patio Table,Patio Furniture,4,30.29,121.16,GardenPro,Credit Card,Returned
ORD003239,CUST01491,Aaron Alvarez,jesushanna@example.net,2026-03-27,New Julieside,Nebraska,USA,10.92,PROD9527,Tent,Camping Gear,3,96.08,288.24,CampMaster,Credit Card,Returned
ORD003240,CUST00500,Debbie Roman,jennifernelson@example.org,2025-10-25,New Michael,Indiana,USA,11.73,PROD9774,Solar Light,Lighting,1,118.49,118.49,OutdoorHub,PayPal,Cancelled
ORD003241,CUST00517,Christian Collier,lorielliott@example.com,2026-01-15,Farmerberg,South Dakota,USA,28.31,PROD4918,Wall Art,Home Decor,2,165.45,330.9,HomeEssentials,Apple Pay,Cancelled
ORD003242,CUST01256,Danny Tucker,rwatkins@example.org,2025-10-02,South Ethanview,Wyoming,USA,9.24,PROD4945,Wall Art,Home Decor,5,124.74,623.7,GardenPro,Apple Pay,Returned
ORD003243,CUST01332,Lauren Gonzalez,elizabeth80@example.com,2024-01-05,North Jason,Iowa,USA,5.85,PROD9507,Solar Light,Lighting,2,457.03,914.06,GardenPro,Credit Card,Returned
ORD003244,CUST02334,Sandra Dennis,perezsusan@example.org,2024-02-18,Victorborough,Mississippi,USA,20.23,PROD8373,Shovel,Garden Tools,3,176.03,528.09,PatioWorld,Google Pay,Completed
ORD003245,CUST00880,Ronald Griffith,kevinfields@example.org,2025-06-02,Craigview,North Carolina,USA,22.1,PROD3257,Outdoor Sofa,Patio Furniture,4,297.41,1189.64,HomeEssentials,Credit Card,Returned
ORD003246,CUST00568,Diane Page,scott61@example.com,2025-11-05,Timothyville,New Mexico,USA,9.24,PROD5232,Area Rug,Home Decor,3,255.24,765.72,CampMaster,Credit Card,Cancelled
ORD003247,CUST00914,Christopher Carney,felicia97@example.net,2025-09-14,Chadberg,Oregon,USA,12.31,PROD5503,Solar Light,Lighting,5,418.88,2094.4,HomeEssentials,PayPal,Returned
ORD003248,CUST00712,Jacob Dalton,zachary55@example.org,2025-05-22,Jacksontown,Kansas,USA,27.73,PROD4932,Decorative Vase,Home Decor,2,437.87,875.74,PatioWorld,Credit Card,Completed
ORD003249,CUST00329,Isaiah Rodriguez,landryerica@example.net,2023-06-20,Coreystad,Nevada,USA,12.72,PROD8717,Garden Bench,Patio Furniture,3,371.18,1113.54,OutdoorHub,Google Pay,Completed
ORD003250,CUST00340,William Martinez,owilson@example.net,2026-05-21,South Robert,Oregon,USA,22.62,PROD4598,Garden Hose,Garden Tools,5,34.09,170.45,PatioWorld,Credit Card,Cancelled
ORD003251,CUST02490,Garrett Gibson,mackenziechan@example.org,2026-02-13,Staceyland,Rhode Island,USA,22.86,PROD9332,Area Rug,Home Decor,4,400.15,1600.6,GardenPro,Apple Pay,Returned
ORD003252,CUST00507,Sharon Dawson,invalid_email,2025-02-07,North Davidview,Texas,USA,16.52,PROD7162,Garden Hose,Garden Tools,1,247.04,247.04,GardenPro,Google Pay,Cancelled
ORD003253,CUST00341,Raymond Bowers,donna30@example.org,2023-11-20,Cannontown,North Dakota,USA,22.49,PROD9227,Tent,Camping Gear,3,456.32,1368.96,HomeEssentials,Apple Pay,Completed
ORD003254,CUST00166,Linda Hardin,whitney61@example.org,2024-09-14,New Wesleyfurt,Indiana,USA,9.86,PROD4783,Shovel,Garden Tools,4,247.64,990.56,PatioWorld,Google Pay,Completed
ORD003255,CUST02030,Joseph Henderson,yjohnson@example.org,2025-09-20,Nicholasmouth,Utah,USA,14.26,PROD5605,Area Rug,Home Decor,2,159.27,318.54,OutdoorHub,Credit Card,Completed
ORD003256,CUST00197,Mindy Henderson DDS,myoung@example.org,2024-04-29,Port Robert,California,USA,8.55,PROD1066,Camping Chair,Camping Gear,4,374.0,1496.0,CampMaster,Google Pay,Completed
ORD003257,CUST01132,Larry Johnson,pattersonlinda@example.com,2026-03-27,Vasquezland,South Dakota,USA,23.84,PROD1466,Garden Bench,Patio Furniture,1,429.56,429.56,OutdoorHub,Credit Card,Completed
ORD003258,CUST01167,James Lopez,katherine84@example.net,2025-10-04,West Jacquelineton,New Hampshire,USA,29.84,PROD4172,Wall Art,Home Decor,1,458.03,458.03,HomeEssentials,Apple Pay,Completed
ORD003259,CUST00185,Jacob Hernandez,matthewfarmer@example.net,2024-07-27,Lake Eric,Virginia,USA,24.61,PROD3350,LED Lantern,Lighting,5,396.29,1981.45,HomeEssentials,Apple Pay,Returned
ORD003260,CUST00924,Ann Rodriguez,michael68@example.com,2024-12-22,Hillberg,Nebraska,USA,29.63,PROD8239,Camping Chair,Camping Gear,1,290.55,290.55,OutdoorHub,Apple Pay,Cancelled
ORD003261,CUST02252,Tyler Gomez,johnreilly@example.org,2024-10-15,Elizabethview,Illinois,USA,29.77,PROD2169,Tent,Camping Gear,5,168.23,841.15,CampMaster,Credit Card,Returned
ORD003262,CUST01908,Amanda James,mendezchristopher@example.org,2024-08-02,Vaughntown,Nevada,USA,22.59,PROD9644,Decorative Vase,Home Decor,2,265.47,530.94,OutdoorHub,Credit Card,Cancelled
ORD003263,CUST00720,Mr. Bryan Snyder DDS,zallen@example.org,2023-12-26,West Jessica,Georgia,USA,12.67,PROD7861,Patio Table,Patio Furniture,4,417.65,1670.6,OutdoorHub,Apple Pay,Cancelled
ORD003264,CUST00579,John Whitney,catherinemorgan@example.org,2025-06-17,Donnahaven,North Carolina,USA,27.32,PROD3120,Solar Light,Lighting,2,453.44,906.88,OutdoorHub,Apple Pay,Returned
ORD003265,CUST02132,Robert Evans,carly88@example.com,2024-08-26,New Laurie,Missouri,USA,25.91,PROD6595,Camping Chair,Camping Gear,3,424.86,1274.58,PatioWorld,Apple Pay,Completed
ORD003266,CUST02414,Courtney Garcia,wendy24@example.net,2024-05-03,South Ryanside,Nebraska,USA,27.43,PROD7431,Patio Table,Patio Furniture,5,275.7,1378.5,GardenPro,Google Pay,Returned
ORD003267,CUST00838,Jean Young,ogallegos@example.net,2025-08-25,Amandaburgh,Indiana,USA,23.87,PROD5513,Pruning Shears,Garden Tools,5,487.65,2438.25,HomeEssentials,Credit Card,Returned
ORD003268,CUST00456,Brenda Nguyen DVM,jonrivera@example.com,2024-11-24,North Ericashire,Utah,USA,13.89,PROD5328,Wall Art,Home Decor,5,169.69,848.45,HomeEssentials,Credit Card,Completed
ORD003269,CUST01405,Laura Harrell,dorseyjose@example.com,2024-05-26,North Carol,Tennessee,USA,28.37,PROD8511,Wall Art,Home Decor,5,350.18,1750.9,PatioWorld,Credit Card,Completed
ORD003270,CUST00077,Steven Harvey,zbond@example.com,2023-06-18,Barreraview,Oklahoma,USA,19.32,PROD1733,Decorative Vase,Home Decor,2,429.21,858.42,PatioWorld,Apple Pay,Completed
ORD003271,CUST00232,Kendra Patterson,christina98@example.com,2023-09-08,Clintonchester,Arizona,USA,22.96,PROD5716,Solar Light,Lighting,2,202.62,405.24,CampMaster,PayPal,Returned
ORD003272,CUST00240,Jason Reeves,yfox@example.com,2024-04-29,Boydmouth,Michigan,USA,20.2,PROD7282,Camping Chair,Camping Gear,3,65.29,195.87,GardenPro,Google Pay,Completed
ORD003273,CUST00354,Tim Donovan,bhowell@example.com,2023-06-26,North Shelby,New Mexico,USA,22.89,PROD6782,Shovel,Garden Tools,3,24.07,72.21,PatioWorld,PayPal,Cancelled
ORD003274,CUST01019,James Eaton DDS,deborahwatkins@example.org,2024-10-24,Kimberlyburgh,Montana,USA,10.29,PROD5462,Sleeping Bag,Camping Gear,2,432.43,864.86,CampMaster,Google Pay,Returned
ORD003275,CUST01319,Jaclyn Anderson,andersonbrandon@example.com,2024-11-02,West David,Ohio,USA,10.97,PROD2055,Wall Art,Home Decor,5,457.53,2287.65,HomeEssentials,Apple Pay,Cancelled
ORD003276,CUST01730,Samantha Lang,nnelson@example.com,2026-05-21,Lake Katherinechester,Minnesota,USA,9.16,PROD8319,Sleeping Bag,Camping Gear,4,463.68,1854.72,GardenPro,Credit Card,Cancelled
ORD003277,CUST00168,Janice Hayden,michelle92@example.org,2023-09-19,South Johnnyburgh,Washington,USA,5.89,PROD4014,Area Rug,Home Decor,5,357.06,1785.3,OutdoorHub,Credit Card,Cancelled
ORD003278,CUST01022,Karina Evans,patelfrank@example.net,2025-02-14,New Lauramouth,New Mexico,USA,17.64,PROD1475,Shovel,Garden Tools,1,392.73,392.73,HomeEssentials,Apple Pay,Completed
ORD003279,CUST02038,Cheryl Moore,sanchezjason@example.org,2024-04-30,West Lisa,Kansas,USA,13.91,PROD9380,Outdoor Sofa,Patio Furniture,3,282.02,846.06,PatioWorld,PayPal,Completed
ORD003280,CUST00908,Kevin Alvarez,matthewproctor@example.com,2025-12-15,West Nathaniel,Mississippi,USA,12.87,PROD8677,Shovel,Garden Tools,3,79.08,237.24,HomeEssentials,Google Pay,Cancelled
ORD003281,CUST00229,Janice Hughes,watsondonald@example.org,2025-08-26,Justinchester,South Dakota,USA,10.8,PROD3985,Patio Table,Patio Furniture,5,477.79,2388.95,GardenPro,Google Pay,Returned
ORD003282,CUST00176,Zachary Sellers,brett88@example.org,2025-12-30,East Michael,Alaska,USA,9.46,PROD9734,Pruning Shears,Garden Tools,3,185.63,556.89,CampMaster,PayPal,Returned
ORD003283,CUST00167,Cynthia Smith,cbarker@example.org,,South Jean,West Virginia,USA,8.83,PROD8646,Wall Art,Home Decor,5,427.08,2135.4,OutdoorHub,Apple Pay,Completed
ORD003284,CUST02091,Erica Welch,lopeztheresa@example.com,2025-03-12,Rodriguezborough,Georgia,USA,22.39,PROD8088,Outdoor Lamp,Lighting,5,34.69,173.45,HomeEssentials,Apple Pay,Cancelled
ORD003285,CUST01314,Kimberly Wright,crystalmcneil@example.com,2026-01-05,Cantufort,Colorado,USA,7.09,PROD5078,Solar Light,Lighting,4,369.75,1479.0,PatioWorld,PayPal,Cancelled
ORD003286,CUST00307,Brady Hayes,coxronald@example.org,2024-12-25,Ruizmouth,Nevada,USA,8.37,PROD9744,Solar Light,Lighting,1,477.74,477.74,GardenPro,Credit Card,Completed
ORD003287,CUST00830,Danielle Murphy,ashleyleblanc@example.org,2024-12-25,East Sarah,New Jersey,USA,16.23,PROD1208,Portable Stove,Camping Gear,3,348.46,1045.38,HomeEssentials,PayPal,Returned
ORD003288,CUST01654,Tiffany Henderson,jeremyschultz@example.org,2026-05-21,New Laura,Kentucky,USA,16.69,PROD8090,Patio Table,Patio Furniture,5,128.32,641.6,GardenPro,PayPal,Returned
ORD003289,CUST00729,Mark Contreras,vlong@example.org,2025-06-17,Brownberg,Wyoming,USA,26.69,PROD9687,Patio Table,Patio Furniture,2,296.28,592.56,CampMaster,PayPal,Cancelled
ORD003290,CUST01370,Natalie May,smithjeremy@example.net,2025-08-17,West Joshua,Massachusetts,USA,13.66,PROD5537,Garden Bench,Patio Furniture,4,215.49,861.96,OutdoorHub,Credit Card,Returned
ORD003291,CUST00667,Christina Jackson,stephaniemyers@example.net,2026-01-04,New Kathleenbury,Indiana,USA,27.67,PROD2778,LED Lantern,Lighting,4,495.14,1980.56,HomeEssentials,Google Pay,Returned
ORD003292,CUST00784,Thomas Miller,daniel67@example.org,2025-01-11,North Sandra,North Carolina,USA,18.49,PROD8148,Wall Art,Home Decor,5,380.57,1902.85,GardenPro,Google Pay,Completed
ORD003293,CUST02322,Jessica Johnson,zbutler@example.org,2025-03-03,Jesseside,North Dakota,USA,10.08,PROD4623,Tent,Camping Gear,3,254.93,764.79,HomeEssentials,Apple Pay,Completed
ORD003294,CUST00913,Sarah Winters,jacqueline25@example.net,2025-02-20,Cisneroschester,New York,USA,19.09,PROD6291,Camping Chair,Camping Gear,2,80.5,161.0,GardenPro,Google Pay,Cancelled
ORD003295,CUST00551,Mr. James Williams,andrea09@example.net,2024-08-22,Kennethberg,Wisconsin,USA,15.28,PROD2134,Sleeping Bag,Camping Gear,4,449.61,1798.44,OutdoorHub,Google Pay,Cancelled
ORD003296,CUST01161,Shawn Clayton,paul50@example.org,2023-07-30,Kevinmouth,South Dakota,USA,24.34,PROD3919,Pruning Shears,Garden Tools,1,365.37,365.37,GardenPro,PayPal,Completed
ORD003297,CUST00664,Brandy Guerra,invalid_email,2024-11-07,Port Josephberg,Louisiana,USA,5.54,PROD3380,Wall Art,Home Decor,2,105.93,211.86,HomeEssentials,Google Pay,Returned
ORD003298,CUST01005,James Nichols,robinsonbrandon@example.net,2026-04-05,West Michelleland,Louisiana,USA,12.37,PROD3671,LED Lantern,Lighting,3,219.61,658.83,CampMaster,Google Pay,Returned
ORD003299,CUST00867,Austin Wood,ashley28@example.net,2023-11-29,West Joseph,New Hampshire,USA,8.21,PROD3601,Outdoor Lamp,Lighting,4,369.25,1477.0,OutdoorHub,Apple Pay,Completed
ORD003300,CUST01829,Linda Mann,johnsonsean@example.com,2024-09-04,Garyland,Nevada,USA,6.29,PROD6868,Solar Light,Lighting,4,290.94,1163.76,CampMaster,Credit Card,Cancelled
ORD003301,CUST02480,Kim Bowen,webermelissa@example.com,2024-09-25,Taylorhaven,California,USA,9.03,PROD8813,Tent,Camping Gear,5,172.3,861.5,GardenPro,Apple Pay,Returned
ORD003302,CUST01685,Justin Shelton,robinsonandrea@example.net,2023-08-20,Lake Christophermouth,New Jersey,USA,24.73,PROD1609,Garden Hose,Garden Tools,5,309.6,1548.0,OutdoorHub,Apple Pay,Completed
ORD003303,CUST01741,Craig Michael,kathleenreed@example.org,2024-04-29,New Richardport,Vermont,USA,28.05,PROD7569,LED Lantern,Lighting,1,338.01,338.01,GardenPro,Credit Card,Returned
ORD003304,CUST00897,Jessica Nelson,jameswhite@example.com,2025-03-09,East Melinda,South Dakota,USA,13.79,PROD1331,Area Rug,Home Decor,4,332.98,1331.92,PatioWorld,PayPal,Completed
ORD003305,CUST01590,William Miller,rebecca40@example.com,2023-08-10,Kelleychester,Ohio,USA,13.99,PROD1766,Pruning Shears,Garden Tools,1,323.17,323.17,HomeEssentials,PayPal,Cancelled
ORD003306,CUST01759,Christina Oliver,mary50@example.com,2023-06-16,Perezburgh,Mississippi,USA,7.43,PROD8677,Decorative Vase,Home Decor,1,105.18,105.18,OutdoorHub,Apple Pay,Completed
ORD003307,CUST01048,Daniel Olson,jbennett@example.net,2023-07-10,West Kathrynville,Indiana,USA,27.13,PROD5490,Garden Bench,Patio Furniture,5,104.9,524.5,OutdoorHub,Apple Pay,Returned
ORD003308,CUST00260,Kayla James,turnerdavid@example.net,2024-09-13,West Danielle,Ohio,USA,23.59,PROD2534,Outdoor Lamp,Lighting,4,209.49,837.96,OutdoorHub,Google Pay,Cancelled
ORD003309,CUST00160,Rebecca Ruiz,pagesuzanne@example.com,2023-07-03,Carriechester,Virginia,USA,12.31,PROD5833,Outdoor Lamp,Lighting,3,216.23,648.69,CampMaster,Apple Pay,Returned
ORD003310,CUST01862,Jesus Johnson,ustafford@example.com,2025-02-24,North Georgebury,Washington,USA,5.95,PROD8449,Patio Table,Patio Furniture,2,214.95,429.9,PatioWorld,Google Pay,Cancelled
ORD003311,CUST02381,Mariah Butler,stantonsandra@example.org,2025-10-27,Munoztown,Wyoming,USA,12.2,PROD6577,Garden Hose,Garden Tools,2,216.06,432.12,GardenPro,Credit Card,Returned
ORD003312,CUST01459,Bailey Sandoval,erin94@example.net,2024-08-28,South Kaitlyn,Massachusetts,USA,14.06,PROD1271,Sleeping Bag,Camping Gear,5,138.97,694.85,PatioWorld,Google Pay,Completed
ORD003313,CUST02144,Natalie Freeman,huffmantimothy@example.com,2024-03-10,West Jasmine,Montana,USA,6.46,PROD3530,Tent,Camping Gear,3,353.27,1059.81,CampMaster,Apple Pay,Cancelled
ORD003314,CUST00634,Gregory Ortiz,morsedylan@example.com,2025-06-19,Port Davidview,Utah,USA,20.46,PROD3386,Area Rug,Home Decor,4,39.45,157.8,OutdoorHub,Google Pay,Returned
ORD003315,CUST01292,Chelsey Gordon,eanderson@example.net,2025-09-02,East Stephanieport,Kansas,USA,20.01,PROD1019,Area Rug,Home Decor,3,457.62,1372.86,HomeEssentials,Credit Card,Returned
ORD003316,CUST00403,Troy Gonzalez,cassandraarnold@example.org,2023-12-14,West Nathanland,Arizona,USA,16.9,PROD1941,Solar Light,Lighting,5,377.31,1886.55,OutdoorHub,Apple Pay,Cancelled
ORD003317,CUST01592,Christina Thomas,nelsonluis@example.org,2023-11-01,Perezchester,Connecticut,USA,12.69,PROD4626,Garden Bench,Patio Furniture,3,463.67,1391.01,OutdoorHub,Apple Pay,Returned
ORD003318,CUST00409,Marvin Pearson,jacksonjoseph@example.com,2025-10-02,South Codybury,Michigan,USA,26.24,PROD5476,Decorative Vase,Home Decor,4,315.28,1261.12,OutdoorHub,Google Pay,Cancelled
ORD003319,CUST01547,Bryan Mccormick,cherylgomez@example.org,2025-08-05,Lynchfurt,Louisiana,USA,25.22,PROD7985,Sleeping Bag,Camping Gear,4,72.35,289.4,CampMaster,Credit Card,Completed
ORD003320,CUST00760,Rachel Johnson,dsnyder@example.net,2025-09-19,Lake Justin,Mississippi,USA,21.39,PROD2010,Portable Stove,Camping Gear,3,389.68,1169.04,HomeEssentials,PayPal,Completed
ORD003321,CUST01730,Samantha Lang,nnelson@example.com,2023-10-22,Josephstad,Idaho,USA,18.76,PROD7411,Pruning Shears,Garden Tools,4,389.81,1559.24,OutdoorHub,PayPal,Cancelled
